hgnc_id,symbol,name,locus_group,locus_type,status,location,alias_symbol,prev_symbol,gene_group,entrez_id,ensembl_gene_id,refseq_accession
HGNC:34063,RNY4P13,RNY4 pseudogene 13,pseudogene,pseudogene,Approved,17q11.2,,,,100379296.0,ENSG00000207011,NG_016628
HGNC:34064,RNY4P14,RNY4 pseudogene 14,pseudogene,pseudogene,Approved,13q13.3,,,,100379584.0,ENSG00000200526,NG_028352
HGNC:34065,RNY4P15,RNY4 pseudogene 15,pseudogene,pseudogene,Approved,2p11.2,,,,100379291.0,,NG_016613
HGNC:34066,RNY4P16,RNY4 pseudogene 16,pseudogene,pseudogene,Approved,1q42.11,,,,100431173.0,ENSG00000201638,NG_021236
HGNC:34067,RNY4P17,RNY4 pseudogene 17,pseudogene,pseudogene,Approved,4q32.3,,,,100379564.0,ENSG00000201818,NG_016640
HGNC:34068,RNY4P18,RNY4 pseudogene 18,pseudogene,pseudogene,Approved,9q31.3,,,,100379298.0,ENSG00000212409,NG_016630
HGNC:34069,RNY4P19,RNY4 pseudogene 19,pseudogene,pseudogene,Approved,2q36.3,,,,100169834.0,ENSG00000199400,NG_007997
HGNC:10246,RNY4P2,RNY4 pseudogene 2,pseudogene,pseudogene,Approved,17q21.31,hY4.B7,,,6088.0,,NG_005037
HGNC:34070,RNY4P20,RNY4 pseudogene 20,pseudogene,pseudogene,Approved,6q25.1,,,,100379378.0,ENSG00000252487,NG_029875
HGNC:42471,RNY4P21,RNY4 pseudogene 21,pseudogene,pseudogene,Approved,14q24.3,,,,100862663.0,,NG_032094
HGNC:42472,RNY4P22,RNY4 pseudogene 22,pseudogene,pseudogene,Approved,3p24.3,,,,100873800.0,,NG_032585
HGNC:42473,RNY4P23,RNY4 pseudogene 23,pseudogene,pseudogene,Approved,Xq13.1,,,,100873801.0,ENSG00000201377,NG_032586
HGNC:42474,RNY4P24,RNY4 pseudogene 24,pseudogene,pseudogene,Approved,13q14.3,,,,100862664.0,ENSG00000199605,NG_047168
HGNC:42475,RNY4P25,RNY4 pseudogene 25,pseudogene,pseudogene,Approved,1q21.3,,,,100862665.0,ENSG00000238711,NG_032096
HGNC:42476,RNY4P26,RNY4 pseudogene 26,pseudogene,pseudogene,Approved,10q23.33,,,,100873819.0,,NG_032599
HGNC:42495,RNY4P27,RNY4 pseudogene 27,pseudogene,pseudogene,Approved,13q32.1,,,,100873821.0,ENSG00000200211,NG_032601
HGNC:42496,RNY4P28,RNY4 pseudogene 28,pseudogene,pseudogene,Approved,13q21.2,,,,100873822.0,ENSG00000202151,NG_032602
HGNC:42497,RNY4P29,RNY4 pseudogene 29,pseudogene,pseudogene,Approved,13q21.1,,,,100873823.0,ENSG00000222733,NG_032603
HGNC:10247,RNY4P3,RNY4 pseudogene 3,pseudogene,pseudogene,Approved,16q12.1,hY4.F2,,,6089.0,ENSG00000202124,NG_005038
HGNC:42498,RNY4P30,RNY4 pseudogene 30,pseudogene,pseudogene,Approved,13q14.2,,,,100862673.0,ENSG00000222148,NG_032103
HGNC:42499,RNY4P31,RNY4 pseudogene 31,pseudogene,pseudogene,Approved,13q21.2,,,,100862674.0,,NG_032104
HGNC:50882,RNY4P34,RNY4 pseudogene 34,pseudogene,pseudogene,Approved,2q33.1,,,,106481712.0,ENSG00000201649,NG_045038
HGNC:50884,RNY4P36,RNY4 pseudogene 36,pseudogene,pseudogene,Approved,17q25.1,,,,106480313.0,ENSG00000212418,NG_045818
HGNC:50885,RNY4P37,RNY4 pseudogene 37,pseudogene,pseudogene,Approved,18q21.1,,,,106480314.0,ENSG00000252034,NG_044375
HGNC:34050,RNY4P4,RNY4 pseudogene 4,pseudogene,pseudogene,Approved,3q22.3,,,,100379297.0,,NG_016629
HGNC:34052,RNY4P5,RNY4 pseudogene 5,pseudogene,pseudogene,Approved,8q24.13,,,,100379299.0,,NG_016631
HGNC:34055,RNY4P6,RNY4 pseudogene 6,pseudogene,pseudogene,Approved,11q23.3,,,,100379287.0,ENSG00000200537,NG_016611
HGNC:34056,RNY4P7,RNY4 pseudogene 7,pseudogene,pseudogene,Approved,2q14.3,,,,100169850.0,ENSG00000201470,NG_008007
HGNC:34057,RNY4P8,RNY4 pseudogene 8,pseudogene,pseudogene,Approved,17q21.2,,,,100379295.0,,NR_033356
HGNC:34058,RNY4P9,RNY4 pseudogene 9,pseudogene,pseudogene,Approved,13q14.3,,,,100379300.0,ENSG00000200064,NG_016632
HGNC:10248,RNY5,"RNA, Ro60-associated Y5",non-coding RNA,"RNA, Y",Approved,7q36.1,hY5,,"RNAs, Ro60-associated Y",6090.0,,NR_001571
HGNC:34082,RNY5P1,RNY5 pseudogene 1,pseudogene,pseudogene,Approved,1p34.3,,,,100379666.0,,NG_016725
HGNC:34091,RNY5P10,RNY5 pseudogene 10,pseudogene,pseudogene,Approved,19q13.12,,,,100169837.0,,NG_008006
HGNC:34083,RNY5P2,RNY5 pseudogene 2,pseudogene,pseudogene,Approved,2q33.1,,,,100381208.0,,NG_016767
HGNC:34084,RNY5P3,RNY5 pseudogene 3,pseudogene,pseudogene,Approved,3q26.2,,,,100379664.0,,NG_016720
HGNC:34085,RNY5P4,RNY5 pseudogene 4,pseudogene,pseudogene,Approved,4q28.2,,,,100380271.0,,NG_016727
HGNC:34086,RNY5P5,RNY5 pseudogene 5,pseudogene,pseudogene,Approved,6p22.3,,,,100379658.0,,NG_016705
HGNC:34087,RNY5P6,RNY5 pseudogene 6,pseudogene,pseudogene,Approved,8p11.21,,,,100379663.0,,NG_016719
HGNC:34088,RNY5P7,RNY5 pseudogene 7,pseudogene,pseudogene,Approved,10q24.31,,,,100169835.0,,NG_007998
HGNC:34089,RNY5P8,RNY5 pseudogene 8,pseudogene,pseudogene,Approved,13q33.1,,,,100380878.0,,NG_016734
HGNC:34090,RNY5P9,RNY5 pseudogene 9,pseudogene,pseudogene,Approved,16q21,,,,100169836.0,,NG_007999
HGNC:11313,RO60,"Ro60, Y RNA binding protein",protein-coding gene,gene with protein product,Approved,1q31.2,,SSA2|TROVE2,,6738.0,ENSG00000116747,NM_004600
HGNC:10249,ROBO1,roundabout guidance receptor 1,protein-coding gene,gene with protein product,Approved,3p12.3,DUTT1|FLJ21882|SAX3,,Fibronectin type III domain containing|I-set domain containing|Ig-like cell adhesion molecule family|Roundabout guidance receptor family,6091.0,ENSG00000169855,NM_002941
HGNC:10250,ROBO2,roundabout guidance receptor 2,protein-coding gene,gene with protein product,Approved,3p12.3,KIAA1568,,Fibronectin type III domain containing|I-set domain containing|Ig-like cell adhesion molecule family|Roundabout guidance receptor family,6092.0,ENSG00000185008,NM_001128929
HGNC:44386,ROBO2P1,roundabout guidance receptor 2 pseudogene 1,pseudogene,pseudogene,Approved,7p12.1,,,,106480790.0,ENSG00000229478,NG_044091
HGNC:13433,ROBO3,roundabout guidance receptor 3,protein-coding gene,gene with protein product,Approved,11q24.2,RBIG1|FLJ21044|HGPS,HGPPS,Fibronectin type III domain containing|I-set domain containing|Roundabout guidance receptor family,64221.0,ENSG00000154134,NM_022370
HGNC:17985,ROBO4,roundabout guidance receptor 4,protein-coding gene,gene with protein product,Approved,11q24.2,FLJ20798|MRB|ECSM4,,Fibronectin type III domain containing|I-set domain containing|Roundabout guidance receptor family,54538.0,ENSG00000154133,NM_019055
HGNC:10251,ROCK1,Rho associated coiled-coil containing protein kinase 1,protein-coding gene,gene with protein product,Approved,18q11.1,p160ROCK,,Pleckstrin homology domain containing|Rho associated coiled-coil containing protein kinase family,6093.0,ENSG00000067900,NM_005406
HGNC:37832,ROCK1P1,Rho associated coiled-coil containing protein kinase 1 pseudogene 1,pseudogene,pseudogene,Approved,18p11.32,,,,727758.0,ENSG00000263006,NR_033770
HGNC:10252,ROCK2,Rho associated coiled-coil containing protein kinase 2,protein-coding gene,gene with protein product,Approved,2p25.1,,,Pleckstrin homology domain containing|Rho associated coiled-coil containing protein kinase family,9475.0,ENSG00000134318,NM_001321643
HGNC:52946,ROCR,regulator of chondrogenesis RNA,non-coding RNA,"RNA, long non-coding",Approved,17q24.3,,LINC02095,Long non-coding RNAs with non-systematic symbols,102723505.0,ENSG00000228639,NR_110876
HGNC:29478,ROGDI,rogdi atypical leucine zipper,protein-coding gene,gene with protein product,Approved,16p13.3,FLJ22386|ROGD1|RAV2,,,79641.0,ENSG00000067836,NM_024589
HGNC:10254,ROM1,retinal outer segment membrane protein 1,protein-coding gene,gene with protein product,Approved,11q12.3,TSPAN23|ROM,,Tetraspanin family,6094.0,ENSG00000149489,NM_000327
HGNC:16185,ROMO1,reactive oxygen species modulator 1,protein-coding gene,gene with protein product,Approved,20q11.22,bA353C18.2|MTGMP,C20orf52,Tim17 family,140823.0,ENSG00000125995,NM_080748
HGNC:17692,ROPN1,rhophilin associated tail protein 1,protein-coding gene,gene with protein product,Approved,3q21.1,ODF6|ropporin|ROPN1A|CT91,,,54763.0,ENSG00000065371,NM_017578
HGNC:31927,ROPN1B,rhophilin associated tail protein 1B,protein-coding gene,gene with protein product,Approved,3q21.2,,,,152015.0,ENSG00000114547,NM_001012337
HGNC:24060,ROPN1L,rhophilin associated tail protein 1 like,protein-coding gene,gene with protein product,Approved,5p15.2,ASP|FLJ25776|RSPH11|RP11-1C1.7|TCONS_00009352,LINC01513,MicroRNA protein coding host genes,83853.0,ENSG00000145491,NM_031916
HGNC:39984,ROPN1L-AS1,ROPN1L antisense RNA 1,non-coding RNA,"RNA, long non-coding",Approved,5p15.2,,,Antisense RNAs,100505845.0,ENSG00000250600,NR_102746
HGNC:10256,ROR1,ROR family WNT receptor 1,protein-coding gene,gene with protein product,Approved,1p31.3,,NTRKR1,I-set domain containing|Pseudokinases|Kringle domain containing|ROR family WNT receptors,4919.0,ENSG00000185483,NM_005012
HGNC:40508,ROR1-AS1,ROR1 antisense RNA 1,non-coding RNA,"RNA, long non-coding",Approved,1p31.3,,,Antisense RNAs,101927034.0,ENSG00000223949,NR_110665
HGNC:10257,ROR2,ROR family WNT receptor 2,protein-coding gene,gene with protein product,Approved,9q22.31,,NTRKR2|BDB|BDB1,I-set domain containing|Pseudokinases|Kringle domain containing|ROR family WNT receptors,4920.0,ENSG00000169071,NM_001318204
HGNC:10258,RORA,RAR related orphan receptor A,protein-coding gene,gene with protein product,Approved,15q22.2,RZRA|ROR1|ROR2|ROR3|NR1F1|ROR-alpha|RORalpha|RORa1|RORα,,RAR related orphan receptors,6095.0,ENSG00000069667,NM_134261
HGNC:51410,RORA-AS1,RORA antisense RNA 1,non-coding RNA,"RNA, long non-coding",Approved,15q22.2,,,Antisense RNAs,101928784.0,ENSG00000245534,NR_120339
HGNC:51411,RORA-AS2,RORA antisense RNA 2,non-coding RNA,"RNA, long non-coding",Approved,15q22.2,,,Antisense RNAs,100996876.0,ENSG00000259482,NR_120318
HGNC:51412,RORA-AS3,RORA antisense RNA 3,non-coding RNA,"RNA, long non-coding",Approved,15q22.2,,,Antisense RNAs,,ENSG00000259481,
HGNC:58471,RORA-AS4,RORA antisense RNA 4,non-coding RNA,"RNA, long non-coding",Approved,15q22.2,,,Antisense RNAs,105370844.0,ENSG00000259591,
HGNC:10259,RORB,RAR related orphan receptor B,protein-coding gene,gene with protein product,Approved,9q21.13,RZRB|NR1F2|ROR-BETA|RORβ|RZR-BETA,,RAR related orphan receptors,6096.0,ENSG00000198963,NM_001365023
HGNC:49803,RORB-AS1,RORB antisense RNA 1,non-coding RNA,"RNA, long non-coding",Approved,9q21.13,,,Antisense RNAs,103752585.0,ENSG00000224825,NR_125791
HGNC:10260,RORC,RAR related orphan receptor C,protein-coding gene,gene with protein product,Approved,1q21.3,RZRG|RORG|NR1F3|TOR,,RAR related orphan receptors,6097.0,ENSG00000143365,NM_001001523
HGNC:10261,ROS1,"ROS proto-oncogene 1, receptor tyrosine kinase",protein-coding gene,gene with protein product,Approved,6q22.1,MCF3|ROS|c-ros-1,,"Fibronectin type III domain containing|ROS proto-oncogene 1, receptor tyrosine kinase family",6098.0,ENSG00000047936,NM_001378891
HGNC:52737,ROSSALIND,reactive oxygen species scavenging lincRNA mitochondrial,non-coding RNA,"RNA, long non-coding",Approved,2q12.1,ROSALIND,LINC01918,Long non-coding RNAs with non-systematic symbols,105373984.0,ENSG00000226508,NR_136172
HGNC:10263,RP1,RP1 axonemal microtubule associated,protein-coding gene,gene with protein product,Approved,8q11.23-q12.1,DCDC4A|ORP1,,Doublecortin superfamily,6101.0,ENSG00000104237,NM_006269
HGNC:15946,RP1L1,RP1 like 1,protein-coding gene,gene with protein product,Approved,8p23.1,DCDC4B,,Doublecortin superfamily,94137.0,ENSG00000183638,NM_178857
HGNC:10274,RP2,RP2 activator of ARL3 GTPase,protein-coding gene,gene with protein product,Approved,Xp11.3,TBCCD2|NME10|NM23-H10,,,6102.0,ENSG00000102218,NM_006915
HGNC:10288,RP9,RP9 pre-mRNA splicing factor,protein-coding gene,gene with protein product,Approved,7p14.3,PAP-1,,,6100.0,ENSG00000164610,NM_203288
HGNC:33969,RP9P,RP9 pseudogene,pseudogene,pseudogene,Approved,7p14.3,,,,441212.0,ENSG00000205763,NR_003500
HGNC:10289,RPA1,replication protein A1,protein-coding gene,gene with protein product,Approved,17p13.3,REPA1|RPA70|HSSB|RF-A|RP-A,,Nucleotide excision repair,6117.0,ENSG00000132383,NM_002945
HGNC:10290,RPA2,replication protein A2,protein-coding gene,gene with protein product,Approved,1p35.3,,,Nucleotide excision repair,6118.0,ENSG00000117748,NM_002946
HGNC:19676,RPA2P1,replication protein A2 pseudogene 1,pseudogene,pseudogene,Approved,14q21.3,,RPA2P,,326628.0,ENSG00000258392,NG_002610
HGNC:45117,RPA2P2,replication protein A2 pseudogene 2,pseudogene,pseudogene,Approved,10q23.1,,,,389990.0,ENSG00000226466,NG_022150
HGNC:45118,RPA2P3,replication protein A2 pseudogene 3,pseudogene,pseudogene,Approved,11q22.1,,,,100420359.0,ENSG00000255547,NG_024553
HGNC:10291,RPA3,replication protein A3,protein-coding gene,gene with protein product,Approved,7p21.3,REPA3,,Nucleotide excision repair,6119.0,ENSG00000106399,NM_002947
HGNC:54790,RPA3P1,RPA3 pseudogene 1,pseudogene,pseudogene,Approved,2q31.1,,,,442058.0,ENSG00000179997,NG_030151
HGNC:54791,RPA3P2,RPA3 pseudogene 2,pseudogene,pseudogene,Approved,6p12.1,,,,100130403.0,ENSG00000218261,NG_030186
HGNC:30305,RPA4,replication protein A4,protein-coding gene,gene with protein product,Approved,Xq21.33,HSU24186,,Nucleotide excision repair,29935.0,ENSG00000204086,NM_013347
HGNC:28641,RPAIN,RPA interacting protein,protein-coding gene,gene with protein product,Approved,17p13.2,MGC4189|RIP|hRIP,,,84268.0,ENSG00000129197,NM_001033002
HGNC:24567,RPAP1,RNA polymerase II associated protein 1,protein-coding gene,gene with protein product,Approved,15q15.1,DKFZP727M111|KIAA1403|MGC858|FLJ12732,,,26015.0,ENSG00000103932,NM_015540
HGNC:25791,RPAP2,RNA polymerase II associated protein 2,protein-coding gene,gene with protein product,Approved,1p22.1,FLJ13150|Rtr1,C1orf82,,79871.0,ENSG00000122484,NM_024813
HGNC:45125,RPAP2P1,RNA polymerase II associated protein 2 pseudogene 1,pseudogene,pseudogene,Approved,10q23.2,,,,100272220.0,ENSG00000270874,NG_011757
HGNC:26151,RPAP3,RNA polymerase II associated protein 3,protein-coding gene,gene with protein product,Approved,12q13.11,FLJ21908|spag|hSpagh|Tah1,,Tetratricopeptide repeat domain containing|R2TP complex,79657.0,ENSG00000005175,NM_024604
HGNC:55477,RPAP3-DT,RPAP3 divergent transcript,non-coding RNA,"RNA, long non-coding",Approved,12q13.11,,,Divergent transcripts,105369748.0,ENSG00000257433,NR_183480
HGNC:10293,RPE,ribulose-5-phosphate-3-epimerase,protein-coding gene,gene with protein product,Approved,2q34,,,,6120.0,ENSG00000197713,NM_006916
HGNC:10294,RPE65,retinoid isomerohydrolase RPE65,protein-coding gene,gene with protein product,Approved,1p31.3,LCA2|rd12|BCO3,RP20,,6121.0,ENSG00000116745,NM_000329
HGNC:45241,RPEL1,ribulose-5-phosphate-3-epimerase like 1,protein-coding gene,gene with protein product,Approved,10q24.33,,,,729020.0,ENSG00000235376,NM_001143909
HGNC:44520,RPEP1,ribulose-5-phosphate-3-epimerase pseudogene 1,pseudogene,pseudogene,Approved,5q12.3,,,,100420512.0,ENSG00000250732,NG_024597
HGNC:44521,RPEP2,ribulose-5-phosphate-3-epimerase pseudogene 2,pseudogene,pseudogene,Approved,3p24.2,,,,645065.0,ENSG00000234158,NG_022243
HGNC:44522,RPEP3,ribulose-5-phosphate-3-epimerase pseudogene 3,pseudogene,pseudogene,Approved,1p35.3,,,,100420555.0,ENSG00000230833,NG_027074
HGNC:44523,RPEP4,ribulose-5-phosphate-3-epimerase pseudogene 4,pseudogene,pseudogene,Approved,22q12.2,,,,100420665.0,ENSG00000233010,NG_009057
HGNC:44524,RPEP5,ribulose-5-phosphate-3-epimerase pseudogene 5,pseudogene,pseudogene,Approved,2q24.2,,,,106481798.0,ENSG00000234732,NG_021401
HGNC:44525,RPEP6,ribulose-5-phosphate-3-epimerase pseudogene 6,pseudogene,pseudogene,Approved,11q13.4,,,,100420590.0,ENSG00000257075,NG_024529
HGNC:30350,RPF1,ribosome production factor 1 homolog,protein-coding gene,gene with protein product,Approved,1p22.3,,BXDC5,Brix domain containing|Ribosome biogenesis factors,80135.0,ENSG00000117133,NM_025065
HGNC:20870,RPF2,ribosome production factor 2 homolog,protein-coding gene,gene with protein product,Approved,6q21,FLJ21087|bA397G5.4,BXDC1,Brix domain containing|Ribosome biogenesis factors,84154.0,ENSG00000197498,NM_032194
HGNC:16186,RPF2P1,ribosome production factor 2 homolog pseudogene 1,pseudogene,pseudogene,Approved,20q11.22,bA353C18.4,C20orf53|BXDC1P|RPF2P,,729608.0,ENSG00000225357,NG_009525
HGNC:44015,RPF2P2,ribosome production factor 2 homolog pseudogene 2,pseudogene,pseudogene,Approved,4q26,,,,100128462.0,ENSG00000250693,NG_022073
HGNC:10295,RPGR,retinitis pigmentosa GTPase regulator,protein-coding gene,gene with protein product,Approved,Xp11.4,CORDX1,CRD|RP3|RP15|COD1,,6103.0,ENSG00000156313,NM_000328
HGNC:13436,RPGRIP1,RPGR interacting protein 1,protein-coding gene,gene with protein product,Approved,14q11.2,RGI1|LCA6|CORD13,RPGRIP,C2 domain containing,57096.0,ENSG00000092200,NM_020366
HGNC:29168,RPGRIP1L,RPGRIP1 like,protein-coding gene,gene with protein product,Approved,16q12.2,KIAA1005|CORS3|JBTS7|MKS5|NPHP8|FTM|PPP1R134,,Protein phosphatase 1 regulatory subunits|C2 domain containing|MKS complex|NPHP complex,23322.0,ENSG00000103494,NM_015272
HGNC:17056,RPH3A,rabphilin 3A,protein-coding gene,gene with protein product,Approved,12q24.13,KIAA0985|rabphilin|exophilin-1,,Synaptotagmin like tandem C2 proteins,22895.0,ENSG00000089169,NM_014954
HGNC:10296,RPH3AL,rabphilin 3A like (without C2 domains),protein-coding gene,gene with protein product,Approved,17p13.3,Noc2,,,9501.0,ENSG00000181031,NM_006987
HGNC:55345,RPH3AL-AS1,RPH3AL antisense RNA 1,non-coding RNA,"RNA, long non-coding",Approved,17p13.3,AC129507.1,,Antisense RNAs,100506388.0,ENSG00000262061,NR_040011
HGNC:56089,RPH3AL-AS2,RPH3AL antisense RNA 2,non-coding RNA,"RNA, long non-coding",Approved,17p13.3,,,Antisense RNAs,123706508.0,ENSG00000262294,
HGNC:58550,RPH3AL-AS3,RPH3AL antisense RNA 3,non-coding RNA,"RNA, long non-coding",Approved,17p13.3,,,Antisense RNAs,,ENSG00000262920,
HGNC:10297,RPIA,ribose 5-phosphate isomerase A,protein-coding gene,gene with protein product,Approved,2p11.2,,,,22934.0,ENSG00000153574,NM_144563
HGNC:27250,RPIAP1,ribose 5-phosphate isomerase A pseudogene 1,pseudogene,pseudogene,Approved,18q21.33,,,,619449.0,ENSG00000267597,NG_023037
HGNC:10298,RPL10,ribosomal protein L10,protein-coding gene,gene with protein product,Approved,Xq28,NOV|QM|DXS648E|DXS648|FLJ23544|L10|uL16,,L ribosomal proteins|Small nucleolar RNA protein coding host genes,6134.0,ENSG00000147403,NM_006013
HGNC:10299,RPL10A,ribosomal protein L10a,protein-coding gene,gene with protein product,Approved,6p21.31,Csa-19|L10A|uL1,NEDD6,L ribosomal proteins|MicroRNA protein coding host genes,4736.0,ENSG00000198755,NM_007104
HGNC:19813,RPL10AP1,ribosomal protein L10a pseudogene 1,pseudogene,pseudogene,Approved,14q32.32,,,,319135.0,ENSG00000244691,NG_002513
HGNC:35971,RPL10AP10,ribosomal protein L10a pseudogene 10,pseudogene,pseudogene,Approved,5q31.2,,,,391836.0,,NG_010824
HGNC:35875,RPL10AP11,ribosomal protein L10a pseudogene 11,pseudogene,pseudogene,Approved,8p22,,,,392206.0,,NG_010051
HGNC:36108,RPL10AP12,ribosomal protein L10a pseudogene 12,pseudogene,pseudogene,Approved,16q24.1,,,,401863.0,ENSG00000214259,NG_009471
HGNC:36155,RPL10AP13,ribosomal protein L10a pseudogene 13,pseudogene,pseudogene,Approved,18q12,,,,100271602.0,,NG_011250
HGNC:31081,RPL10AP2,ribosomal protein L10a pseudogene 2,pseudogene,pseudogene,Approved,8q11.1,,,,253986.0,ENSG00000188873,NG_005655
HGNC:29803,RPL10AP3,ribosomal protein L10a pseudogene 3,pseudogene,pseudogene,Approved,8p12,HsT23218,,,137107.0,ENSG00000215264,NG_009498
HGNC:35873,RPL10AP4,ribosomal protein L10a pseudogene 4,pseudogene,pseudogene,Approved,1p31.1,,,,343301.0,,NG_009989
HGNC:36770,RPL10AP5,ribosomal protein L10a pseudogene 5,pseudogene,pseudogene,Approved,1q43,,,,645998.0,ENSG00000235467,NG_009789
HGNC:36504,RPL10AP6,ribosomal protein L10a pseudogene 6,pseudogene,pseudogene,Approved,3p14.2,,,,100128936.0,ENSG00000226360,NG_010877
HGNC:35601,RPL10AP7,ribosomal protein L10a pseudogene 7,pseudogene,pseudogene,Approved,4p15.32,,,,100128646.0,,NG_010699
HGNC:36709,RPL10AP8,ribosomal protein L10a pseudogene 8,pseudogene,pseudogene,Approved,5q13.2,,,,644154.0,,NG_010309
HGNC:35947,RPL10AP9,ribosomal protein L10a pseudogene 9,pseudogene,pseudogene,Approved,5q14.3,,,,728979.0,,NG_010772
HGNC:17976,RPL10L,ribosomal protein L10 like,protein-coding gene,gene with protein product,Approved,14q21.2,,,L ribosomal proteins,140801.0,ENSG00000165496,NM_080746
HGNC:10300,RPL10P1,ribosomal protein L10 pseudogene 1,pseudogene,pseudogene,Approved,21q21.3,,RPL10P,,100288252.0,ENSG00000217026,NG_000911
HGNC:35486,RPL10P10,ribosomal protein L10 pseudogene 10,pseudogene,pseudogene,Approved,6p12.1,,,,100129930.0,ENSG00000216347,NG_010721
HGNC:36565,RPL10P11,ribosomal protein L10 pseudogene 11,pseudogene,pseudogene,Approved,7q21.11,,,,100128030.0,ENSG00000230853,NG_010158
HGNC:52345,RPL10P12,ribosomal protein L10 pseudogene 12,pseudogene,pseudogene,Approved,12q15,,,,645422.0,ENSG00000234040,NG_009853
HGNC:52346,RPL10P13,ribosomal protein L10 pseudogene 13,pseudogene,pseudogene,Approved,12q21.2,,,,390345.0,ENSG00000258245,NG_009872
HGNC:43897,RPL10P14,ribosomal protein L10 pseudogene 14,pseudogene,pseudogene,Approved,16q12.1,,,,390729.0,ENSG00000260031,NG_009909
HGNC:52347,RPL10P15,ribosomal protein L10 pseudogene 15,pseudogene,pseudogene,Approved,19p13.2,,,,100129975.0,ENSG00000267119,NG_009916
HGNC:36882,RPL10P16,ribosomal protein L10 pseudogene 16,pseudogene,pseudogene,Approved,19p13.13,,,,284393.0,ENSG00000178464,NG_011204
HGNC:52348,RPL10P17,ribosomal protein L10 pseudogene 17,pseudogene,pseudogene,Approved,1p36.22,,,,390998.0,ENSG00000225196,NG_023275
HGNC:52349,RPL10P18,ribosomal protein L10 pseudogene 18,pseudogene,pseudogene,Approved,8p12,,,,100630920.0,ENSG00000253995,NG_029179
HGNC:52350,RPL10P19,ribosomal protein L10 pseudogene 19,pseudogene,pseudogene,Approved,8p23.1,,,,645960.0,ENSG00000233609,NG_029128
HGNC:13975,RPL10P2,ribosomal protein L10 pseudogene 2,pseudogene,pseudogene,Approved,6p22.1,RPL10p|bA209A2.1,,,442171.0,ENSG00000174572,NG_009499
HGNC:23300,RPL10P3,ribosomal protein L10 pseudogene 3,pseudogene,pseudogene,Approved,9q33.1,bA567J2.2,,,619445.0,ENSG00000230734,NG_009502
HGNC:52342,RPL10P4,ribosomal protein L10 pseudogene 4,pseudogene,pseudogene,Approved,1q32.1,,,,391151.0,ENSG00000238003,NG_005105
HGNC:35724,RPL10P5,ribosomal protein L10 pseudogene 5,pseudogene,pseudogene,Approved,2q13,,,,644911.0,ENSG00000235644,NG_010252
HGNC:52343,RPL10P6,ribosomal protein L10 pseudogene 6,pseudogene,pseudogene,Approved,2q35,,,,285176.0,ENSG00000230076,NG_009924
HGNC:35974,RPL10P7,ribosomal protein L10 pseudogene 7,pseudogene,pseudogene,Approved,3q13.33,,,,442086.0,ENSG00000242052,NG_011185
HGNC:52344,RPL10P8,ribosomal protein L10 pseudogene 8,pseudogene,pseudogene,Approved,5q35.1,,,,644937.0,ENSG00000254012,NG_009908
HGNC:35579,RPL10P9,ribosomal protein L10 pseudogene 9,pseudogene,pseudogene,Approved,5q34,,,,389342.0,ENSG00000233913,NG_011151
HGNC:10301,RPL11,ribosomal protein L11,protein-coding gene,gene with protein product,Approved,1p36.11,L11|uL5,,L ribosomal proteins,6135.0,ENSG00000142676,NM_000975
HGNC:37021,RPL11P1,ribosomal protein L11 pseudogene 1,pseudogene,pseudogene,Approved,2p14,,,,100133170.0,ENSG00000227394,NG_010269
HGNC:36983,RPL11P2,ribosomal protein L11 pseudogene 2,pseudogene,pseudogene,Approved,5q23.3,,,,133629.0,,NG_009748
HGNC:36342,RPL11P3,ribosomal protein L11 pseudogene 3,pseudogene,pseudogene,Approved,10q23.31,,,,100271271.0,ENSG00000213613,NG_010870
HGNC:36137,RPL11P4,ribosomal protein L11 pseudogene 4,pseudogene,pseudogene,Approved,10q23.33,,,,100271272.0,ENSG00000184111,NG_010874
HGNC:36849,RPL11P5,ribosomal protein L11 pseudogene 5,pseudogene,pseudogene,Approved,12q24.31,,,,643499.0,ENSG00000242137,NG_009723
HGNC:10302,RPL12,ribosomal protein L12,protein-coding gene,gene with protein product,Approved,9q33.3,L12|uL11,,L ribosomal proteins|Small nucleolar RNA protein coding host genes,6136.0,ENSG00000197958,NM_000976
HGNC:13976,RPL12P1,ribosomal protein L12 pseudogene 1,pseudogene,pseudogene,Approved,6p21.32,RPL12-L|dJ570F3.5|CICK0721Q.1,,,729727.0,ENSG00000204194,NG_006554
HGNC:22583,RPL12P10,ribosomal protein L12 pseudogene 10,pseudogene,pseudogene,Approved,7p15.3,TCAG_1783340,,,392872.0,ENSG00000226279,NG_005576
HGNC:15835,RPL12P11,ribosomal protein L12 pseudogene 11,pseudogene,pseudogene,Approved,20q12,dJ661I20.1,RPL12L2,,128467.0,ENSG00000232493,NG_000964
HGNC:15951,RPL12P12,ribosomal protein L12 pseudogene 12,pseudogene,pseudogene,Approved,20p11.23,dJ999L4.1,RPL12L3,,85824.0,ENSG00000236992,NG_000945
HGNC:51936,RPL12P13,ribosomal protein L12 pseudogene 13,pseudogene,pseudogene,Approved,1p36.11,,,,100129926.0,ENSG00000172746,NG_009912
HGNC:36495,RPL12P14,ribosomal protein L12 pseudogene 14,pseudogene,pseudogene,Approved,1p36.21,,,,729500.0,ENSG00000224321,NG_010822
